Borough,Neighborhood Latitude,Neighborhood Longitude,Name,Restaurant Latitude,Restaurant Longitude,Category_Names,Area (sq mi),Population_2019,Density,Median_Househols_Income,N_employees
Barking and Dagenham,51.5607,0.1557,Lara Grill,51.562533,0.147262,Fast Food Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,The Beacon Tree,51.561391,0.140883,Pub,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Domino's Pizza,51.572111,0.137844,Pizzeria,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Subway,51.568813,0.178686,Fast Food Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Millennium Cafe,51.562272,0.147468,Café,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Pipe Major,51.545786,0.165644,Bar,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,212 Shisha Lounge,51.571832,0.141337,Hookah Bar,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,McDonald's,51.56531,0.145303,Fast Food Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Enjoy Cafe,51.546779,0.16488,Café,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Eyva Ocakbaşı,51.571857,0.1378,Turkish Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Griller,51.571275,0.132293,Fast Food Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Central Sandwich Bar,51.560577,0.146978,Fast Food Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,King's Flavour,51.563166,0.146918,Fried Chicken Joint,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Kim Ling,51.563906,0.146548,Chinese Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Spice Mahal,51.551373,0.155064,Fast Food Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Beacon Tree B B Q,51.561417,0.140258,Fish and Chips Shop,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Chicken Max,51.552381,0.164565,Fast Food Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Dixy Fried Chicken,51.554432,0.142291,Fast Food Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Supreme Sandwich Bar,51.574371,0.161217,"Cafes, Coffee, and Tea Houses",13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,King Fryer,51.57464,0.16184,Fish and Chips Shop,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Eat & Eat,51.571973,0.140874,Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Stadium,51.574163,0.165119,Fish and Chips Shop,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Shish Legends,51.565875,0.178163,Turkish Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Capital Chinese Take Away,51.546569,0.165026,Fast Food Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Mr Wong,51.558618,0.130573,Chinese Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Midsummer House,51.575091,0.166606,French Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,George's Fish Bar,51.572111,0.137844,Fish and Chips Shop,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Eatwell,51.558893,0.129459,American Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Hot & Tender Essex,51.558837,0.129425,Fast Food Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Kam Wah House,51.558833,0.129331,Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,The Rosie lee cafe Romford,51.57439,0.170704,Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Aroma,51.571094,0.133098,Fast Food Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Rose Cafe & Panini Sandwich Bar,51.571009,0.132405,"Cafes, Coffee, and Tea Houses",13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,King Kebab,51.551712,0.130733,Pizzeria,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Morrisons Becontree Heath Cafe,,,Café,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Heath Pie Shop,51.560328,0.147466,Diner,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,The Golden Fish,51.560577,0.146978,Fish and Chips Shop,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Cafe Zone,51.563304,0.146361,Café,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,New China Gold,51.561395,0.140977,Chinese Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Best Cafe,51.566657,0.136604,Café,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Mr Wongs,51.558938,0.130495,Chinese Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Pizza Hut,51.558985,0.13034,Fast Food Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Ali's Kitchen,51.545757,0.164985,Kebab Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Oriental Chef,51.558457,0.129375,Chinese Restaurant,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,Bon Appetit,51.571558,0.133841,Café,13.93,212906,5.871,21.953,57.715
Barking and Dagenham,51.5607,0.1557,One Love,51.571897,0.14037,Caribbean Restaurant,13.93,212906,5.871,21.953,57.715
Barnet,51.6252,0.1517,Miller & Carter - Chigwell,51.628997,0.133922,Bar,33.49,395896,4.52,34.163,134.65
Barnet,51.6252,0.1517,Camelot Beefeater,51.628993,0.133827,Bar,33.49,395896,4.52,34.163,134.65
Barnet,51.6252,0.1517,Global Cafe in Hainault Forest,51.613184,0.131448,Café,33.49,395896,4.52,34.163,134.65
Bexley,51.4549,0.1505,Miller & Carter,51.448044,0.160341,Steakhouse,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,The Prince Albert,51.455431,0.152618,Pub,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Ferraris,51.441599,0.146623,Italian Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Toby Carvery,51.459133,0.126367,Bar,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Kings Head,51.441903,0.149824,Pub,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Yacht,51.466222,0.144872,Pub,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Old Bexley Greek Taverna,51.441342,0.150577,Greek Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,PizzaExpress,51.456973,0.141041,Pizzeria,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,McDonald's,51.456066,0.147432,Fast Food Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Huong Quang,51.457923,0.133214,Vietnamese Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Coach House,51.45509,0.154694,Pub,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Golden Lion,51.45804,0.135844,Beer Garden,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Delicio,51.456942,0.14157,Italian Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Bexley's Cyprus Village,51.457656,0.138169,Greek Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Stuzzichini,51.457387,0.138187,Café,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Robin Hood & Little John,51.454314,0.135942,Pub,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Aligor,51.458126,0.135348,Indian Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Hazine,51.458302,0.134451,Mediterranean Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Sopranos Pizza,51.466695,0.15805,Pizzeria,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Oriental Chef,51.460494,0.162022,Chinese Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,KFC Crayford - Roman Way,51.450566,0.178332,Fast Food Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Bear & Ragged Staff,51.451845,0.177927,Pub,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Bombay Balti House,51.465887,0.145855,Indian Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Alberello Italian Restaurant,51.441449,0.150551,Italian Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Bexley Charcoal Grill,51.441778,0.150661,Fast Food Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Bamboo,51.441499,0.148024,Asian Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Maharajah of Bexley,51.441449,0.150551,Indian Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Ming of the Avenue,51.462701,0.13248,Chinese Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Baltizer,51.44103,0.150842,Indian Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,The Kentish Belle,51.464077,0.133048,Beer Bar,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,The Anchor,51.445521,0.132666,Pub,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Kebabies,51.464381,0.132594,Fast Food Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Pickford Cafe,51.46462,0.133106,Café,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Spice of India,51.46462,0.133106,Indian Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Oriental,51.46506,0.133284,Chinese Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Maxin,51.452175,0.177623,Burger Joint,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Temujin Bar & Grill,51.45553,0.152404,Chinese Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Coffee Republic,51.456285,0.149942,"Cafes, Coffee, and Tea Houses",23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Mr Pretzels,51.4558,0.14598,Fast Food Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Il Vesuvio Restaurant,51.456116,0.142435,Italian Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Frontier Post,51.45677,0.142561,Arts and Entertainment,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Kaspa's,51.45696,0.141495,Bakery,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,The 8 Burger,51.45698,0.14148,Fast Food Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Al Dente,51.457384,0.140561,Italian Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Seasons,51.457175,0.13952,Coffee Shop,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Laughing Buddha,51.4575,0.139536,Chinese Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Fireaway Designer Pizza - Bexleyheath,51.4573,0.13937,Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Adonis Café,51.45727,0.139212,Café,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Emilia Design,51.45765,0.139262,Italian Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Beirut City Lebanese Restaurant,51.457776,0.138424,Lebanese Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Zizzi,51.455926,0.150361,Italian Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Frankie & Benny's,51.456179,0.149968,Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Victorian Restaurant,51.455431,0.152618,French Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Twin Palace,51.455534,0.152498,Chinese Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Greggs,51.456499,0.14453,Bakery,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Carved Meat,51.456914,0.143381,American Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Nando's,51.4567,0.147088,Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Chinagaga,51.457978,0.150338,Chinese Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Tom Bells,51.456582,0.145645,Fish and Chips Shop,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Burger King,51.455743,0.146229,Fast Food Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Bexleyheath Brewers Fayre,51.455725,0.143385,Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Istanbul Kitchen and Bar,51.456718,0.142621,Turkish Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,KFC,51.457423,0.140219,Fast Food Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Cafe Mojito,51.45718,0.139614,Mexican Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Wimpy,51.457141,0.139955,English Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Pradas Mediterranean Bar & Grill,51.457556,0.13957,Mediterranean Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,The Real China,51.457016,0.140793,Chinese Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Giggling Sausage,51.457223,0.139366,Bistro,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Beano's Cafe,51.460049,0.16175,Café,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,The Meze,51.457633,0.136418,Turkish Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Riverside Cafe,51.447599,0.16007,Café,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Mag's Kitchen,51.448618,0.135474,Café,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Noodletime,51.44986,0.167209,Chinese Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Chan Takeaway,51.465554,0.1579,Asian Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Barnehurst Kebab,51.465677,0.158249,Burger Joint,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Master Fryer,51.441766,0.150379,Fish and Chips Shop,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Melucci's Italian Deli,51.441473,0.148647,Gourmet Store,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Happy China,51.440966,0.150621,Chinese Restaurant,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Melucci's,51.441426,0.148801,Café,23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Yum Yums Cafe,51.441342,0.150577,"Cafes, Coffee, and Tea Houses",23.38,248287,4.082,29.192,78.93
Bexley,51.4549,0.1505,Glasshouse,51.463085,0.132624,Italian Restaurant,23.38,248287,4.082,29.192,78.93
Brent,51.5588,0.2817,The Jobber’s Rest,51.557758,0.27306,Pub,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,The Thatched House,51.55768,0.276307,Pub,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Golden Crane,51.568857,0.266348,Beer Garden,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Puddledock Farm Café,51.559908,0.295712,Café,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Sea World,51.562052,0.267466,Burger Joint,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Spice of India,51.561617,0.267381,Indian Restaurant,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Prosperity Take Away,51.56181,0.266859,Chinese Restaurant,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Cafe 4 You,51.562914,0.266166,Café,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Sea Fish,51.568656,0.267964,Fish and Chips Shop,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Cranham Tandoori,51.5687,0.267716,Fast Food Restaurant,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Can's Meze Bar,51.568692,0.267528,American Restaurant,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Jaxons Eating House,51.558657,0.282767,English Restaurant,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,The Kingfisher,51.562064,0.267748,Fish and Chips Shop,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Golden Skewer Bar & Grill,51.568584,0.267225,Fast Food Restaurant,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Jaymo's Pie & Mash,51.55731,0.258779,Restaurant,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,The Source Coffee Shop,51.542012,0.274621,Coffee Shop,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Youngs Farm Café-A,51.560366,0.283346,Café,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Farm Cafe-A,51.560401,0.28335,Café,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Prestons Village Bakery,51.562249,0.267038,Bakery,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Scrumdidlly Bun Bakery,51.568692,0.267528,Bakery,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Coopers' Cafe,51.555894,0.259738,Café,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Elisha's cafe,51.573754,0.290149,Café,16.7,329771,7.652,28.847,123.26
Brent,51.5588,0.2817,Waitrose Partner Dining Room,51.556095,0.253088,Cafeteria,16.7,329771,7.652,28.847,123.26
Bromley,51.4039,0.0198,Unico Gelato Caffe,51.402139,0.015949,"Cafes, Coffee, and Tea Houses",57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Wagamama - Bromley,51.404181,0.018013,Asian Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Franco Manca,51.405872,0.015937,Pizzeria,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Lock & Barrel,51.409108,0.010964,Pub,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Byron Bromley,51.403851,0.016717,Burger Joint,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,O'Neill's,51.40695,0.015863,Pub,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,The Fireball Pizza Company,51.393128,0.034298,"Cafes, Coffee, and Tea Houses",57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Krispy Kreme,51.403791,0.016589,Bakery,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Five Guys Bromley,51.405688,0.01546,Burger Joint,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Swan and Mitre,51.407083,0.01165,Pub,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,PizzaExpress,51.406154,0.0162,Pizzeria,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Nando's,51.398843,0.016043,Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,The Greyhound,51.406398,0.013243,Pub,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Pret a Manger,51.402909,0.015047,Fast Food Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Gourmet Burger Kitchen,51.406067,0.015953,Burger Joint,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Cow and Pig,51.407284,0.016066,English Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Zizzi,51.40615,0.016106,Italian Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,The Richmal Crompton,,,Pub,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,McDonald's,51.403183,0.01631,Fast Food Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Mission Cafe,51.402477,0.016246,Café,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Kobe Jones,51.403046,0.015751,Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Creams Cafe Bromley,51.402533,0.01628,"Cafes, Coffee, and Tea Houses",57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Masala Dabbas,51.402768,0.01551,Indian Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Crêpeaffaire - Bromley,51.405144,0.015403,Creperie,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Burger King,51.403629,0.015394,Fast Food Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Bird & Bun,51.406325,0.015208,American Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Studio Gusto,51.401591,0.015798,Pizzeria,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Bee Zoo Espresso Bar,51.40008,0.018257,Coffee Shop,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Over the Moon,51.400414,0.017273,Café,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,The Plaice to Be,51.40023,0.016796,Fish and Chips Shop,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,The Artful Duke,51.405831,0.013766,Gastropub,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,German Doner Kebab,51.39996,0.016815,Doner Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Yum Yums,51.408243,0.016924,Café,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,El Patio,51.39978,0.016431,Spanish Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Stonehenge Cafe,51.405448,0.014948,Café,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Cafe Giardino,51.404515,0.017029,Café,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Bowl O' Pho,51.406377,0.012773,Vietnamese Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Sanxia Renjia,51.4068,0.012575,Szechuan Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Seven Stars,51.409262,0.010784,Fast Food Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Mount Everest,51.407083,0.01165,Indian Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Chaplin's Cafe,51.406355,0.032489,Café,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Grillery,51.411693,0.014274,Bar,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,The Rosie Lee Cafe & Deli,51.396497,0.028679,Café,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,The Crown,51.414052,0.020916,Pub,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Longhouse Takeaway,51.414411,0.019308,Asian Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Cafe Bridge,51.406435,0.002214,Café,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Delicious Fish and Chips,51.393333,0.034058,Fish and Chips Shop,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Efes Restaurant,51.393264,0.03493,Fast Food Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Pink Garlic,51.392618,0.034993,Indian Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Toby Carvery,51.389245,0.03577,Bar,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Nando's,51.406137,0.015824,Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,YO! Sushi,51.403637,0.016769,Sushi Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Patisserie Valerie,51.404005,0.016536,Bakery,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Greggs,51.403821,0.014872,Bakery,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Greggs,51.400628,0.017221,Bakery,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Subway,51.403089,0.015431,Fast Food Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Kokoro,51.40377,0.014932,Japanese Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Miso Noodle Bar,51.406557,0.015532,Chinese Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,KFC,51.402254,0.01611,Fast Food Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Tamasha,51.406655,0.030753,Indian Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Crown & Pepper,51.397965,0.020532,Bar,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,La Pasta,51.40148,0.01573,Italian Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Texas Jacks,51.406377,0.012773,American Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Domino's Pizza,51.406372,0.012679,Pizzeria,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Bromley Cafe,51.39996,0.016815,Café,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Blue Harbour,51.406775,0.012011,Seafood Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Madisons,51.396732,0.029096,American Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Saffron Culture,51.414052,0.020916,Caterer,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Pizza Hut,51.396501,0.028773,Fast Food Restaurant,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,The Lavender House,51.41436,0.019368,Café,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Hollywood Cafe,51.400242,0.034886,Café,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Taste Bud,51.392485,0.035642,Gourmet Store,57.97,332336,2.205,33.659,108.25
Bromley,51.4039,0.0198,Shampan 2,51.39231,0.035353,Indian Restaurant,57.97,332336,2.205,33.659,108.25
